impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-097337,A522304,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1687396,LOST,Tank,Dog,,Male,Chihuahua - Smooth Coated,Unknown,03/16/2017 12:00:00 AM,Date Lost,1900 22ND AVE S,SEATTLE,WA,98144,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1687396,Image Copyright HLP Inc. 2017,"1900 22ND AVE S
SEATTLE, WA 98144
",
K17-097737,A523348,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1695401,LOST,Kari,Dog,,Female,Siberian Husky,Unknown,04/03/2017 12:00:00 AM,Date Lost,1000 S 7TH ST,TACOMA,WA,98405,PIERCE COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1695401,Image Copyright HLP Inc. 2017,"1000 S 7TH ST
TACOMA, WA 98405
",
K17-097625,A523088,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1693422,In Public Home,,Dog,,Female,Labrador Retriever,Black,03/29/2017 12:00:00 AM,Date Found,13200 SE 236TH PL,KENT,WA,98042,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1693422,Image Copyright HLP Inc. 2017,"13200 SE 236TH PL
KENT, WA 98042
",
K17-097940,A524236,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1700271,LOST,Puck,Cat,,Male,Domestic Shorthair,Unknown,04/03/2017 12:00:00 AM,Date Lost,20000 12TH AVE NE,SHORELINE,WA,98155,SHORELINE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1700271,Image Copyright HLP Inc. 2017,"20000 12TH AVE NE
SHORELINE, WA 98155
",
K17-097390,A522385,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1688569,LOST,Penny,Dog,,Female,Chihuahua - Smooth Coated,Unknown,03/19/2017 12:00:00 AM,Date Lost,114TH PL SE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1688569,Image Copyright HLP Inc. 2017,"114TH PL SE
",
K17-097678,A523162,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1694356,LOST,Calcifer,Dog,,Male,Miniature Schnauzer,Unknown,03/31/2017 12:00:00 AM,Date Lost,122ND AND 2ND AVE SW,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1694356,Image Copyright HLP Inc. 2017,"122ND AND 2ND AVE SW
",
K17-097381,A522376,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1688500,LOST,Inky,Cat,,Female,Domestic Shorthair,Unknown,03/14/2017 12:00:00 AM,Date Lost,164TH AVENUE AND 47TH PLACE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1688500,Image Copyright HLP Inc. 2017,"164TH AVENUE AND 47TH PLACE
",
K17-097847,A523914,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1698264,LOST,Max Parker,Dog,,Male,Shih Tzu,Unknown,04/11/2017 12:00:00 AM,Date Lost,TALBOT ROAD S. AND TALBOT ESTATES,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1698264,Image Copyright HLP Inc. 2017,"TALBOT ROAD S. AND TALBOT ESTATES
",
K17-097558,A522953,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1692484,LOST,Lovey,Dog,,Female,Miniature Pinscher,Unknown,03/26/2017 12:00:00 AM,Date Lost,31500 1ST AVE S,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1692484,Image Copyright HLP Inc. 2017,"31500 1ST AVE S
",
K17-097810,A523705,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1697073,LOST,Toothless,Cat,,,Domestic Shorthair,Unknown,04/05/2017 12:00:00 AM,Date Lost,23900 43RD AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1697073,Image Copyright HLP Inc. 2017,"23900 43RD AVE S
KENT, WA 98032
",
K17-097352,A522347,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1687862,In Public Home,,Dog,,Male,Chihuahua - Smooth Coated,Black / Brown,03/16/2017 12:00:00 AM,Date Found,1000 E HEMLOCK ST,KENT,WA,98030,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1687862,Image Copyright HLP Inc. 2017,"1000 E HEMLOCK ST
KENT, WA 98030
",
K17-097701,A523194,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1694743,LOST,Missy,Cat,,Female,Domestic Mediumhair,Unknown,03/31/2017 12:00:00 AM,Date Lost,15300 REDMOND WAY,REDMOND,WA,98052,REDMOND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1694743,Image Copyright HLP Inc. 2017,"15300 REDMOND WAY
REDMOND, WA 98052
",
K17-097304,A522206,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1686711,LOST,Missy,Cat,,Female,Domestic Longhair,Unknown,03/12/2017 12:00:00 AM,Date Lost,4637 LAKE WA BLVD SE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1686711,Image Copyright HLP Inc. 2017,"4637 LAKE WA BLVD SE
",
K17-097777,A523541,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1696157,LOST,Teto,Cat,,Male,American Shorthair,Unknown,04/04/2017 12:00:00 AM,Date Lost,80TH AVE S AND S LAKERIDGE DR,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1696157,Image Copyright HLP Inc. 2017,"80TH AVE S AND S LAKERIDGE DR
",
K17-097053,A521483,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1680926,LOST,Pepper,Bird,,,Domestic,Unknown,03/01/2017 12:00:00 AM,Date Lost,3600 232ND ST SW,BRIER,WA,98036,SNOHOMISH COUNT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1680926,Image Copyright HLP Inc. 2017,"3600 232ND ST SW
BRIER, WA 98036
",
K17-097764,A523489,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1695964,LOST,Maya,Dog,,Female,Boston Terrier,Unknown,04/04/2017 12:00:00 AM,Date Lost,RATTLESNAKE LEDGE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1695964,Image Copyright HLP Inc. 2017,"RATTLESNAKE LEDGE
",
K17-098108,A524709,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1703949,In Public Home,,Cat,,,Domestic Longhair,White,04/23/2017 12:00:00 AM,Date Found,SE 50TH ST. AND 150TH AVE S.,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1703949,Image Copyright HLP Inc. 2017,"SE 50TH ST. AND 150TH AVE S.
",
K17-098106,A524707,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1703929,LOST,Pickles,Cat,,Male,Domestic Shorthair,Unknown,04/22/2017 12:00:00 AM,Date Lost,MILITARY ROAD S/MERIDIAN AVE E,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1703929,Image Copyright HLP Inc. 2017,"MILITARY ROAD S/MERIDIAN AVE E
",
K17-098103,A524704,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1703857,In Public Home,,Dog,,Male,Chihuahua - Smooth Coated,White / Unknown,04/23/2017 12:00:00 AM,Date Found,21500 SE 273RD CT,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1703857,Image Copyright HLP Inc. 2017,"21500 SE 273RD CT
MAPLE VALLEY, WA 98038
",
K17-097972,A524396,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1701215,LOST,Keeland,Dog,,Male,Beagle,Unknown,04/18/2017 12:00:00 AM,Date Lost,600 W RACHAEL PL,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1701215,Image Copyright HLP Inc. 2017,"600 W RACHAEL PL
KENT, WA 98032
",
K17-097391,A522386,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1688596,LOST,Piper,Dog,,Female,German Shepherd,Unknown,03/19/2017 12:00:00 AM,Date Lost,318333 SE 291ST ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1688596,Image Copyright HLP Inc. 2017,"318333 SE 291ST ST
",
K17-097944,A524240,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1700328,LOST,Zoe,Dog,,Female,Labrador Retriever,Unknown,04/15/2017 12:00:00 AM,Date Lost,2500 180TH AVE SE,TENINO,WA,98589,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1700328,Image Copyright HLP Inc. 2017,"2500 180TH AVE SE
TENINO, WA 98589
",
K17-098068,A524608,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1703290,LOST,Inferno,Cat,,Male,Savannah,Unknown,04/20/2017 12:00:00 AM,Date Lost,2800 131ST PL NE,BELLEVUE,WA,98005,BELLEVUE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1703290,Image Copyright HLP Inc. 2017,"2800 131ST PL NE
BELLEVUE, WA 98005
",
K17-097946,A524243,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1700369,LOST,Jax,Dog,,Male,Chow Chow,Unknown,04/15/2017 12:00:00 AM,Date Lost,15700 SE 174TH ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1700369,Image Copyright HLP Inc. 2017,"15700 SE 174TH ST
",
K17-097459,A522609,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1689835,LOST,Mayebelle,Dog,,Female,St Bernard - Smooth Coated,Unknown,03/22/2017 12:00:00 AM,Date Lost,GRAND VIEW OFF LEASH PARK,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1689835,Image Copyright HLP Inc. 2017,"GRAND VIEW OFF LEASH PARK
",
K17-097361,A522356,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1688119,LOST,Sunny,Dog,,Male,Cavalier King Charles Spaniel,Unknown,03/18/2017 12:00:00 AM,Date Lost,22400 NE 18TH ST,SAMMAMISH,WA,98074,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1688119,Image Copyright HLP Inc. 2017,"22400 NE 18TH ST
SAMMAMISH, WA 98074
",
K17-097481,A522661,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1690172,LOST,Louie,Cat,,Male,Ragdoll,Unknown,03/22/2017 12:00:00 AM,Date Lost,1400 1ST ST,KIRKLAND,WA,98033,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1690172,Image Copyright HLP Inc. 2017,"1400 1ST ST
KIRKLAND, WA 98033
",
K17-097643,A523126,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1693659,LOST,Missy,Cat,,Female,Ragdoll,Unknown,03/29/2017 12:00:00 AM,Date Lost,KENT UNITED METHODIST CHURCH,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1693659,Image Copyright HLP Inc. 2017,"KENT UNITED METHODIST CHURCH
",
K17-098107,A524708,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1703939,LOST,Jack,Cat,,Male,Domestic Shorthair,Unknown,04/22/2017 12:00:00 AM,Date Lost,1800 MONTEREY AVE NE,RENTON,WA,98056,RENTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1703939,Image Copyright HLP Inc. 2017,"1800 MONTEREY AVE NE
RENTON, WA 98056
",
K17-097995,A524454,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1701829,In Public Home,,Dog,,Male,Alaskan Malamute,Unknown,04/19/2017 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1701829,Image Copyright HLP Inc. 2017,,
K17-097917,A524190,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1699595,LOST,Khloe,Dog,,Female,Miniature Pinscher,Unknown,04/10/2017 12:00:00 AM,Date Lost,DON'T KNOW,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1699595,Image Copyright HLP Inc. 2017,"DON'T KNOW
",
